care_team,age,occupation,intake_no_of_hh,income_assessment_salary,income_assessment_cpf_payout,income_assessment_assistance_from_other_agencies,income_assessment_assistance_from_relatives_friends,income_assessment_insurance_payout,income_assessment_rental_income,income_assessment_others_income,expenditure_assessment_mortgage_rental,expenditure_assessment_utilities,expenditure_assessment_s_cc_fees,expenditure_assessment_food_expenses,expenditure_assessment_marketing_groceries,expenditure_assessment_telecommunications,expenditure_assessment_transportation,expenditure_assessment_medical_expenses,expenditure_assessment_education_expense,expenditure_assessment_contribution_to_family_members,expenditure_assessment_domestic_helper,expenditure_assessment_loans_debts_installments,expenditure_assessment_insurance_premiums,expenditure_assessment_others_expenditure,current_savings,assessment_date_time,type_of_assistances,no_of_hh,before_primary,primary_7_12,secondary_13_17,tertiary_18_21,adult_22_64,elderly_65_and_above,income_total_cal,expenditure_total_cal,difference_cal,amount_total,points
south 2 2,49.0,unemployed,4.0,1360.0,0.0,0.0,60.0,0.0,0.0,0.0,50.0,218.0,31.0,1000.0,300.0,74.0,220.0,120.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-21,medical_consumables_assistance,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1420.0,2213.0,-793.0,135.0,2
north 1 1,125.0,NA,4.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.2,45.5,500.0,0.0,84.83,50.0,80.0,200.0,0.0,0.0,0.0,19.4,0.0,19881.79,2022-07-21,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,1138.9300000000003,1161.0699999999997,450.0,0
east 4 4,64.0,unemployed,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-25,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,-190.0,200.0,0
central 2 2,57.0,employed,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,hiv_medication_fees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.83,0
central 1 1,60.0,employed,2.0,1500.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,150.0,46.5,210.0,0.0,138.0,450.0,1415.0,500.0,0.0,0.0,0.0,0.0,0.0,100.0,2022-08-13,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2909.5,-409.5,1301.55,0
north 1 1,24.0,unemployed,3.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,0.0,200.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,350.0,41.94,2022-08-14,antenatal_check_fees_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.0,1476.0,-110.0,800.0,0
north 1 1,68.0,unemployed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947.4,0
east 2 2,58.0,unemployed,4.0,1600.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,46.5,800.0,0.0,60.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3009.92,2022-08-21,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897.0,1822.5,74.5,150.0,0
north 1 1,70.0,unemployed,4.0,3970.0,1204.0,0.0,150.0,0.0,0.0,0.0,0.0,306.15,63.0,900.0,0.0,602.02,600.0,50.0,0.0,0.0,0.0,202.0,0.0,2420.0,0.0,2022-08-15,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5324.0,5143.17,180.82999999999993,1473.35,0
south 3 3,86.0,unemployed,5.0,1526.0,0.0,849.5,0.0,0.0,0.0,0.0,0.0,189.53,99.5,980.0,0.0,72.11,150.0,0.0,0.0,0.0,0.0,0.0,0.0,200.72,2251.96,2022-08-12,day_care_fees_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375.5,1691.86,683.6400000000001,602.3,0
north 1 1,39.0,unemployed,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.15,0
south 3 3,42.0,part-time,3.0,614.4,0.0,0.0,0.0,0.0,0.0,0.0,28.0,150.0,20.0,600.0,0.0,87.0,600.0,0.0,40.0,0.0,0.0,53.84,0.0,20.0,0.0,2022-08-20,antenatal_check_fees_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.4,1598.84,-984.4399999999999,800.0,0
north 1 1,82.0,unemployed,2.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,0.0,110.0,45.0,510.0,0.0,88.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,200.0,2022-08-13,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,1026.0,-36.0,600.0,0
south 2 2,57.0,employed,6.0,1300.0,0.0,0.0,1685.0,0.0,0.0,0.0,0.0,320.0,67.0,600.0,0.0,95.0,430.0,1261.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-20,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,2773.4,211.5999999999999,387.03,0
north 3 3,63.0,unemployed,4.0,6068.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,79.5,1569.0,0.0,367.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,3280.0,0.0,2022-08-17,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6068.5,5645.5,423.0,1050.0,0
central 1 1,75.0,unemployed,3.0,0.0,472.0,360.0,300.0,0.0,0.0,0.0,0.0,123.0,63.0,1985.0,0.0,262.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-22,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.0,2928.0,-1796.0,150.0,0
south 2 2,75.0,unemployed,1.0,0.0,0.0,555.5,200.0,0.0,0.0,0.0,26.0,60.0,19.5,500.0,0.0,11.0,45.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-18,medical_consumables_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.5,757.5,-2.0,122.5,0
south 1 1,61.0,unemployed,2.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-19,medical_consumables_assistance,2.0,0.0,0.0,0.0,0.0,1.0,1.0,480.0,480.0,0.0,210.0,1
south 1 1,48.0,unemployed,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-13,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,0
south 2 2,57.0,unemployed,2.0,1935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,47.5,866.0,0.0,268.0,190.0,45.0,0.0,0.0,0.0,0.0,109.0,0.0,3959.35,2022-09-12,medical_consumables_assistance,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1935.0,1575.5,359.5,126.8,1
central 3 3,53.0,employed,2.0,960.0,200.0,300.0,200.0,0.0,0.0,0.0,0.0,80.0,20.0,672.0,0.0,86.0,40.0,390.0,0.0,0.0,0.0,26.0,0.0,500.0,2569.0,2022-07-23,hiv_medication_fees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,1814.0,-154.0,220.0,0
east 1 1,63.0,unemployed,3.0,3001.4,260.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,31.5,1408.0,0.0,331.0,0.0,158.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-03-18,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3261.4,2058.8,1202.6,1300.0,0
south 1 1,61.0,employed,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,2022-09-09,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,372.0,-172.0,300.0,0
central 1 1,24.0,NA,7.0,4600.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,220.0,47.0,600.0,0.0,117.0,406.0,1300.0,0.0,0.0,0.0,225.0,0.0,743.0,0.0,2022-09-24,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,3658.0,1142.0,1473.35,0
central 1 1,79.0,NA,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,0
central 2 2,79.0,NA,1.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,20.0,0.0,2022-07-18,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,125.0,255.0,1820.0,0
central 2 2,60.0,NA,4.0,1800.0,0.0,0.0,300.0,0.0,0.0,0.0,87.0,107.0,31.0,1200.0,0.0,260.0,50.0,447.0,150.0,0.0,0.0,0.0,0.0,86.0,20242.0,2022-09-18,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,2418.0,-318.0,928.8,0
central 3 3,51.0,NA,3.0,527.48,0.0,0.0,0.0,0.0,0.0,0.0,160.0,140.0,62.0,300.0,0.0,59.9,63.0,390.0,0.0,0.0,0.0,52.5,0.0,0.0,1400.0,2022-09-18,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.48,1227.4,-699.9200000000001,200.0,0
north 1 1,55.0,NA,5.0,0.0,0.0,920.0,0.0,0.0,0.0,0.0,0.0,250.0,63.0,200.0,0.0,25.0,260.0,120.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2022-04-11,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,998.0,-78.0,286.0,0
north 1 1,20.0,NA,5.0,3500.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,30.0,2100.0,0.0,195.0,330.0,260.0,0.0,0.0,0.0,0.0,0.0,4.2,54.79,2022-09-15,antenatal_check_fees_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3950.0,3179.2,770.8000000000002,800.0,0
north 2 2,66.0,NA,6.0,6240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,46.0,800.0,0.0,366.0,530.0,617.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,2022-11-17,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6240.0,4660.0,1580.0,1050.0,0
north 2 2,40.0,NA,4.0,3640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,63.0,1000.0,0.0,640.0,970.0,84.0,0.0,0.0,0.0,75.0,0.0,300.0,835.0,2022-09-17,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3640.0,3321.0,319.0,825.4,0
north 1 1,26.0,student,6.0,1500.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,84.16,0.0,1156.0,0.0,42.0,598.1,0.0,190.0,0.0,0.0,153.0,0.0,515.05,0.0,0,education_fees_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,2738.3100000000004,-718.3100000000004,2505.0,0
north 1 1,78.0,retired,7.0,4962.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,377.0,63.0,550.0,0.0,300.0,385.0,0.0,525.0,0.0,0.0,379.5,0.0,240.0,0.0,2022-08-14,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5142.0,2819.5,2322.5,1040.0,0
north 1 1,73.0,retired,4.0,2500.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,192.0,63.0,900.0,0.0,517.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,700.5,2500.0,2022-09-16,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590.0,2417.5,172.5,1520.9,0
north 1 1,76.0,retired,9.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-16,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,1160.0,-510.0,1301.55,0
east 2 2,74.0,unemployed,2.0,3145.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,215.16,75.5,800.0,0.0,302.43,308.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,8499.15,2022-11-19,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3325.0,2106.09,1218.9099999999999,1637.8,0
south 3 3,93.0,employed,1.0,45.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,100.0,42.0,300.0,0.0,17.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2015-09-14,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,476.0,-231.0,200.0,0
east 2 2,43.0,employed,4.0,0.0,450.0,1250.0,600.0,0.0,0.0,0.0,0.0,500.0,63.5,0.0,500.0,267.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,2114.76,2022-11-29,medical_consumables_assistance,5.0,0.0,0.0,0.0,0.0,5.0,0.0,2300.0,2025.5,274.5,79.5,0
east 3 3,65.0,employed,3.0,0.0,570.0,300.0,0.0,0.0,0.0,0.0,0.0,80.0,46.5,1000.0,0.0,24.0,416.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2022-11-16,medical_transport_assistance,3.0,0.0,0.0,0.0,0.0,0.0,3.0,870.0,1596.5,-726.5,416.0,3
east 1 1,51.0,employed,6.0,3500.0,100.0,0.0,0.0,0.0,0.0,0.0,888.0,315.0,149.9,1298.6,0.0,128.0,230.0,60.0,560.0,0.0,0.0,0.0,0.0,200.0,1416.42,2022-11-11,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,3829.5,-229.5,1520.9,0
east 4 4,50.0,unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-15,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,-412.0,1114.0,0
east 4 4,54.0,unemployed,4.0,2000.0,0.0,0.0,0.0,0.0,600.0,0.0,330.0,150.0,0.0,950.0,0.0,150.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1542.2,2022-01-16,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,1850.0,750.0,480.0,0
east 1 1,51.0,unemployed,4.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,50.0,870.0,0.0,123.9,120.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,36.6,2022-09-20,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1643.9,-143.9000000000001,303.55,0
east 2 2,70.0,unemployed,2.0,0.0,785.0,300.0,0.0,0.0,0.0,0.0,26.0,48.24,20.5,350.0,0.0,34.8,365.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,1678.06,2022-09-16,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085.0,1234.54,-149.53999999999996,910.23,0
east 3 3,69.0,retired,5.0,1200.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,46.5,650.0,0.0,180.0,620.0,130.0,400.0,0.0,0.0,0.0,0.0,384.0,0.0,2022-09-24,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.0,2590.5,-820.5,1050.0,0
east 3 3,58.0,unemployed,4.0,900.0,0.0,950.0,400.0,0.0,0.0,0.0,0.0,160.0,46.5,1200.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,204.0,2022-10-06,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,1640.5,609.5,790.0,0
east 3 3,62.0,NA,1.0,0.0,620.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,240.0,0.0,2022-10-13,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,688.0,-40.0,1170.0,0
east 1 1,61.0,NA,2.0,0.0,0.0,720.0,300.0,0.0,0.0,0.0,0.0,170.0,44.5,900.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.0,2022-09-24,medical_consumables_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,1240.9,-220.9000000000001,40.37,0
south 1 1,41.0,unemployed,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0
north 3 3,77.0,unemployed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-03,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965.6,0
north 1 1,66.0,unemployed,4.0,2500.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,261.0,47.5,600.0,0.0,85.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,1750.0,0.0,2022-10-24,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,3130.5,-430.5,1247.2,0
north 1 1,36.0,NA,3.0,600.0,0.0,600.0,500.0,0.0,0.0,0.0,0.0,0.0,35.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-15,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,735.0,965.0,1097.8,0
north 1 1,64.0,unemployed,1.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,85.23,46.0,480.0,0.0,18.0,30.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,13852.76,2022-10-13,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,929.23,-629.23,792.6,0
north 3 3,52.0,NA,1.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,372.0,0.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-11,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,545.0,255.0,1549.6,0
east 4 4,67.0,retired,1.0,0.0,1019.0,960.0,400.0,0.0,0.0,0.0,44.0,70.0,15.0,400.0,0.0,35.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-11,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379.0,1544.0,835.0,910.0,0
east 4 4,73.0,retired,2.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,200.0,0.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,350.0,250.0,1170.0,0
south 1 1,72.0,employed,1.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,26.0,70.0,0.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2022-10-13,medical_consumables_assistance,1.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,164.0,136.0,167.4,1
south 3 3,93.0,NA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,medical_consumables_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.4,0
central 1 1,81.0,NA,5.0,2300.0,0.0,240.0,800.0,0.0,0.0,0.0,0.0,300.0,48.0,750.0,0.0,120.0,40.0,0.0,0.0,0.0,0.0,282.0,0.0,400.0,0.0,2022-12-24,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,1940.0,1400.0,1430.0,0
central 1 1,62.0,employed,3.0,2200.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,70.0,35.0,590.0,0.0,105.0,360.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,1770.0,1030.0,1221.3,0
east 2 2,32.0,unemployed,3.0,1242.38,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.38,0.0,1362.38,1055.0,0
central 1 1,47.0,unemployed,3.0,2000.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-15,medical_consumables_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,2200.0,648.56,0
central 3 3,60.0,NA,1.0,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,150.0,50.0,790.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-01,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,1307.0,223.0,1979.6,0
south 1 1,87.0,unemployed,2.0,1100.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,80.0,46.0,800.0,0.0,75.0,64.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-30,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.0,1095.0,485.0,1170.0,0
south 1 1,52.0,unemployed,1.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-30,household_living_assistance,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2200.0,0.0,2200.0,250.0,1
central 1 1,68.0,NA,3.0,3800.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,280.0,80.0,900.0,0.0,30.0,750.0,560.0,0.0,0.0,0.0,0.0,180.0,200.0,7000.0,2022-11-18,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,2980.0,1020.0,1520.9,0
central 2 2,67.0,NA,3.0,0.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,170.0,0.0,700.0,0.0,0.0,150.0,550.0,0.0,0.0,60.0,0.0,31.5,65.0,0.0,2022-11-16,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,1726.5,-26.5,1328.2,0
east 4 4,94.0,retired,4.0,1800.0,0.0,640.0,100.0,0.0,0.0,0.0,0.0,250.0,62.5,10000.0,0.0,100.0,150.0,726.8,0.0,0.0,810.0,0.0,0.0,340.0,4394.23,2022-09-15,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540.0,12439.3,-9899.3,564.95,0
north 1 1,58.0,NA,3.0,1840.0,0.0,0.0,0.0,0.0,1400.0,3700.0,0.0,280.0,75.5,600.0,0.0,130.0,2900.0,800.0,0.0,0.0,0.0,90.0,0.0,1840.0,3000.0,0,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6940.0,6715.5,224.5,617.94,0
north 1 1,72.0,unemployed,3.0,2253.0,565.0,300.0,600.0,0.0,0.0,0.0,0.0,200.0,30.0,1100.0,0.0,150.0,150.0,250.0,0.0,0.0,0.0,82.5,9.0,240.0,203.58,2022-09-17,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3718.0,2211.5,1506.5,1050.0,0
north 2 2,57.0,unemployed,636.76,3100.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,103.0,1000.0,0.0,265.0,320.0,302.0,350.0,0.0,0.0,61.0,0.0,600.0,0.0,2022-11-19,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450.0,3281.0,169.0,1520.9,0
north 3 3,35.0,employed,3.0,2198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.58,0.0,700.0,0.0,233.91,0.0,150.0,0.0,0.0,0.0,0.0,0.0,501.7,0.0,2022-11-20,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198.0,1793.19,404.80999999999995,1328.2,0
east 3 3,65.0,unemployed,3.0,0.0,900.0,0.0,200.0,0.0,0.0,0.0,0.0,80.0,37.3,650.0,0.0,149.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.35,2022-11-15,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1006.3,93.70000000000005,1080.0,0
east 4 4,46.0,unemployed,3.0,0.0,0.0,1652.5,0.0,0.0,0.0,0.0,110.0,170.0,42.5,950.0,0.0,91.5,80.0,60.0,135.0,0.0,0.0,0.0,0.0,250.0,0.0,2022-11-20,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.5,1889.0,-236.5,1170.0,0
east 4 4,48.0,employed,3.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,350.0,0.0,50.0,150.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2022-11-19,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,930.0,570.0,860.31,0
east 3 3,77.0,retired,1.0,0.0,300.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,medical_consumables_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,840.0,90.0,0
north 2 2,27.0,employed,7.0,2846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,36.0,740.0,0.0,190.0,750.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-23,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2846.0,2436.0,410.0,1214.0,0
