,care_team,age,occupation,intake_no_of_hh,income_assessment_salary,income_assessment_cpf_payout,income_assessment_assistance_from_other_agencies,income_assessment_assistance_from_relatives_friends,income_assessment_insurance_payout,income_assessment_rental_income,income_assessment_others_income,expenditure_assessment_mortgage_rental,expenditure_assessment_utilities,expenditure_assessment_s_cc_fees,expenditure_assessment_food_expenses,expenditure_assessment_marketing_groceries,expenditure_assessment_telecommunications,expenditure_assessment_transportation,expenditure_assessment_medical_expenses,expenditure_assessment_education_expense,expenditure_assessment_contribution_to_family_members,expenditure_assessment_domestic_helper,expenditure_assessment_loans_debts_installments,expenditure_assessment_insurance_premiums,expenditure_assessment_others_expenditure,current_savings,assessment_date_time,type_of_assistances,no_of_hh,before_primary,primary_7_12,secondary_13_17,tertiary_18_21,adult_22_64,elderly_65_and_above,income_total_cal,expenditure_total_cal,difference_cal,amount_total,points
261,north 1 1,20,,5.0,3677.820637194001,472.8626533535144,0.0,0.0,0.0,0.0,0.0,0.0,273.2095330486972,31.524176890234294,2206.6923823164007,0.0,204.9071497865229,346.7659457925772,273.2095330486972,0.0,0.0,0.0,0.0,0.0,4.413384764632801,54.79,2022-09-15,antenatal_check_fees_assistance,0,0,0,0,0,0,0,4150.683290547515,3340.722105647762,809.9611848997533,840.6447170729144,0
262,north 2 2,66,,6.0,6521.156985182761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5622199583351,48.072631621539585,836.0457673311232,0.0,382.4909385539889,553.8803208568692,644.8002980541288,0.0,0.0,0.0,0.0,0.0,2090.114418327808,0.0,2022-11-17,interim_dialysis_assistance,0,0,0,0,0,0,0,6521.156985182761,4869.966594703793,1651.1903904789683,1097.3100696220993,0
263,north 2 2,40,,4.0,3824.574970070758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.5837003690586,66.19456678968619,1050.7074093600984,0.0,672.4527419904629,1019.1861870792953,88.25942238624826,0.0,0.0,0.0,78.80305570200737,0.0,315.2122228080295,835.0,2022-09-17,interim_dialysis_assistance,0,0,0,0,0,0,0,3824.574970070758,3489.3993064848864,335.17566358587135,867.2538956858251,0
264,north 2 2,61,employed,5.0,6053.196218024629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.2525939317528,48.34149757450225,1234.809992392177,0.0,436.12438029170505,614.7777408931264,294.2525939317528,0.0,0.0,0.0,473.956856654359,0.0,4133.1980426199425,0.0,2022-09-13,interim_dialysis_assistance,0,0,0,0,0,0,0,6053.196218024629,7529.713698289318,-1476.5174802646882,0.0,0
265,north 1 1,26,student,6.0,1500.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,84.16,0.0,1156.0,0.0,42.0,598.1,0.0,190.0,0.0,0.0,153.0,0.0,515.05,0.0,,education_fees_assistance,0,0,0,0,0,0,0,2020.0,2738.3100000000004,-718.31,2505.0,0
266,north 1 1,78,retired,7.0,5224.344610695732,0.0,189.51673315703985,0.0,0.0,0.0,0.0,0.0,396.9322688900224,66.33085660496396,579.0789068687329,0.0,315.86122192839974,405.35523480811304,0.0,552.7571383746996,0.0,0.0,399.5644457394257,0.0,252.6889775427198,0.0,2022-08-14,medical_transport_assistance,0,0,0,0,0,0,0,5413.861343852772,2968.569050757077,2445.2922930956947,1094.985569351786,0
267,north 1 1,73,retired,4.0,2626.8915287199625,0.0,94.56809503391865,0.0,0.0,0.0,0.0,0.0,201.7452694056931,66.19766652374305,945.6809503391864,0.0,543.2411681392882,0.0,47.284047516959326,0.0,0.0,0.0,0.0,0.0,736.0550063473335,2500.0,2022-09-16,interim_dialysis_assistance,0,0,0,0,0,0,0,2721.4596237538813,2540.2041082722035,181.2555154816774,1598.0957304120764,0
268,north 1 1,76,retired,9.0,0.0,0.0,0.0,682.9917974671903,0.0,0.0,0.0,0.0,0.0,0.0,1050.756611487985,0.0,63.0453966892791,105.0756611487985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-16,interim_dialysis_assistance,0,0,0,0,0,0,0,682.9917974671903,1218.8776693260627,-535.8858718588723,1367.6122676821867,0
269,north 3 3,52,unemployed,2.0,0.0,0.0,700.0,1000.0,0.0,0.0,0.0,0.0,187.02,63.5,780.0,0.0,34.55,100.0,0.0,0.0,0.0,0.0,227.1,0.0,0.0,0.0,,interim_dialysis_assistance,0,0,0,0,0,0,0,1700.0,1392.1699999999998,307.8300000000001,0.0,0
270,east 2 2,74,unemployed,2.0,3286.0911016028053,0.0,188.07516638744195,0.0,0.0,0.0,0.0,0.0,224.8125155551223,78.88708367917705,835.889628388631,0.0,315.99762539196706,321.81750692962294,0.0,0.0,0.0,423.16912437174443,0.0,0.0,0.0,8499.15,2022-11-19,interim_dialysis_assistance,0,0,0,0,0,0,0,3474.1662679902474,2200.573484316265,1273.5927836739827,1711.2750417186246,0
271,south 3 3,93,employed,1.0,0.0,0.0,254.1865684133818,211.82214034448484,0.0,0.0,0.0,0.0,52.95553508612121,31.773321051672724,105.91107017224242,0.0,10.591107017224243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,others,2,0,0,0,0,1,1,466.00870875786666,201.2310333272606,264.77767543060605,0.0,1
272,south 3 3,93,employed,1.0,51.65761366828106,0.0,0.0,229.58939408124917,0.0,0.0,0.0,0.0,114.79469704062458,48.21377275706232,344.3840911218737,0.0,19.515098496906177,11.479469704062458,8.03562879284372,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2015-09-14,household_living_assistance,0,0,0,0,0,0,0,281.2470077495302,546.422757913373,-265.1757501638428,229.58939408124917,0
273,east 2 2,43,employed,4.0,0.0,469.71783586128095,1304.7717662813359,626.2904478150413,0.0,0.0,0.0,0.0,521.9087065125344,66.28240572709187,0.0,521.9087065125344,278.69924927769335,0.0,0.0,0.0,0.0,725.4531020524228,0.0,0.0,0.0,2114.76,2022-11-29,medical_consumables_assistance,5,0,0,0,0,5,0,2400.7800499576583,2114.2521700822767,286.52787987538136,82.98348433549296,0
274,east 3 3,65,employed,3.0,0.0,595.7380464775431,313.54634025133845,0.0,0.0,0.0,0.0,0.0,83.61235740035693,48.59968273895746,1045.1544675044615,0.0,25.083707220107076,434.784258481856,20.903089350089232,0.0,0.0,0.0,0.0,10.451544675044616,0.0,0.0,2022-11-16,medical_transport_assistance,3,0,0,0,0,0,3,909.2843867288816,1668.5891073708729,-759.3047206419914,434.784258481856,3
275,east 1 1,51,employed,6.0,3659.8484463567193,104.56709846733483,0.0,0.0,0.0,0.0,0.0,928.5558343899334,329.38636017210473,156.74608060253493,1357.90834069681,0.0,133.84588603818858,240.5043264748701,62.740259080400904,585.5757514170751,0.0,0.0,0.0,0.0,209.13419693466966,1416.42,2022-11-11,interim_dialysis_assistance,0,0,0,0,0,0,0,3764.415544824054,4004.3970358065876,-239.98149098253344,1590.3610005896955,0
276,east 4 4,50,unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.10070741692454,0.0,0.0,0.0,0.0,12.543021222507736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-15,interim_dialysis_assistance,0,0,0,0,0,0,0,0.0,430.64372863943225,-430.64372863943225,1164.4104701561348,0
277,east 4 4,54,unemployed,4.0,2118.023247308305,0.0,0.0,0.0,0.0,635.4069741924916,0.0,349.47383580587035,158.8517435481229,0.0,1006.061042471445,0.0,158.8517435481229,21.180232473083052,0.0,0.0,0.0,0.0,0.0,0.0,264.75290591353814,1542.2,2022-01-16,medical_transport_assistance,0,0,0,0,0,0,0,2753.430221500797,1959.1715037601823,794.2587177406144,508.32557935399325,0
278,east 1 1,51,unemployed,4.0,1575.656119043395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.06123777738352,52.52187063477984,913.8805490451691,0.0,130.14919543298444,126.0524895234716,0.0,0.0,0.0,0.0,357.1487203165029,0.0,0.0,36.6,2022-09-20,interim_dialysis_assistance,0,0,0,0,0,0,0,1575.656119043395,1726.8140627302914,-151.15794368689637,318.8602766237484,0
279,east 2 2,70,unemployed,2.0,0.0,824.8439400180682,315.2269834463955,0.0,0.0,0.0,0.0,27.31967189868761,50.688498938180395,21.540510535503692,367.76481402079474,0.0,36.56633007978188,383.52616319311454,409.79507848031415,0.0,0.0,0.0,0.0,0.0,0.0,1678.06,2022-09-16,interim_dialysis_assistance,0,0,0,0,0,0,0,1140.0709234644637,1297.201067146377,-157.13014368191327,956.4301904747086,0
280,east 3 3,69,retired,5.0,1260.2605294761534,598.6237515011728,0.0,0.0,0.0,0.0,0.0,0.0,189.039079421423,48.83509551720094,682.6411201329164,0.0,189.039079421423,651.1346068960125,136.52822402658327,420.0868431587178,0.0,0.0,0.0,0.0,403.28336943236906,0.0,2022-09-24,interim_dialysis_assistance,0,0,0,0,0,0,0,1858.8842809773262,2720.587418006646,-861.7031370293198,1102.727963291634,0
281,east 3 3,58,unemployed,4.0,944.3097549940484,0.0,996.7714080492733,419.69322444179926,0.0,0.0,0.0,0.0,167.87728977671972,48.789337341359165,1259.0796733253978,0.0,93.38174243830034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.13879386015225,204.0,2022-10-06,medical_transport_assistance,0,0,0,0,0,0,0,2360.7743874851208,1721.2668367419292,639.5075507431916,828.8941182725536,0
282,east 3 3,62,,1.0,0.0,650.1373573906775,0.0,29.36104194667576,0.0,0.0,0.0,0.0,0.0,0.0,314.5825922858117,0.0,29.36104194667576,0.0,0.0,0.0,0.0,0.0,0.0,125.83303691432468,251.66607382864936,0.0,2022-10-13,medical_transport_assistance,0,0,0,0,0,0,0,679.4983993373532,721.4427449754616,-41.944345638108224,1226.8721099146655,0
283,east 1 1,61,,2.0,0.0,0.0,756.156317685692,315.06513236903834,0.0,0.0,0.0,0.0,178.53690834245506,46.73466130140735,945.195397107115,0.0,16.80347372634871,21.004342157935888,0.0,0.0,0.0,0.0,0.0,0.0,94.93962655387023,0.0,2022-09-24,medical_consumables_assistance,0,0,0,0,0,0,0,1071.2214500547302,1303.2144091891323,-231.9929591344019,42.39726464579359,0
284,south 1 1,41,unemployed,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,medical_transport_assistance,0,0,0,0,0,0,0,0.0,0.0,0.0,250.0,0
285,central 1 1,75,retired,2.0,1153.8543900266343,335.6667316441118,209.79170727756986,0.0,209.79170727756986,0.0,0.0,0.0,115.38543900266342,32.51771462802333,367.13548773574723,0.0,115.38543900266342,125.87502436654191,68.1823048652102,0.0,0.0,0.0,70.80470120617983,0.0,0.0,0.0,2022-10-09,interim_dialysis_assistance,0,0,0,0,0,0,0,1909.1045362258858,895.2861108070293,1013.8184254188564,0.0,0
286,central 1 1,65,unemployed,2.0,1576.7530210690634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.084651552608,66.22362688490065,420.46747228508355,0.0,147.16361529977925,325.8622910209397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-10,interim_dialysis_assistance,0,0,0,0,0,0,0,1576.7530210690634,1125.8016570433113,450.9513640257521,0.0,0
287,north 3 3,77,unemployed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-03,medical_transport_assistance,0,0,0,0,0,0,0,0.0,0.0,0.0,2062.792960688055,0
288,north 1 1,66,unemployed,4.0,2618.747652057692,0.0,209.49981216461535,0.0,0.0,0.0,0.0,0.0,273.39725487482303,49.756205389096145,628.499436493846,0.0,89.03742016996152,0.0,0.0,0.0,0.0,405.3821365385307,0.0,0.0,1833.1233564403842,0.0,2022-10-24,interim_dialysis_assistance,0,0,0,0,0,0,0,2828.247464222307,3279.1958099066414,-450.9483456843345,1306.4408286585412,0
289,north 1 1,36,,3.0,629.0595404744813,0.0,629.0595404744813,524.2162837287344,0.0,0.0,0.0,0.0,0.0,36.69513986101141,733.9027972202282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-15,interim_dialysis_assistance,0,0,0,0,0,0,0,1782.335364677697,770.5979370812396,1011.7374275964575,1150.9692725548093,0
290,north 1 1,64,unemployed,1.0,0.0,0.0,0.0,314.5825922858117,0.0,0.0,0.0,0.0,89.3729144683991,48.23599748382446,503.3321476572987,0.0,18.8749555371487,31.45825922858117,283.1243330572305,0.0,0.0,0.0,0.0,0.0,0.0,13852.76,2022-10-13,interim_dialysis_assistance,0,0,0,0,0,0,0,314.5825922858117,974.3986074324827,-659.816015146671,831.1272088191146,0
291,north 2 2,66,employed,2.0,1551.8234738657407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.89999234365615,71.29999744788537,996.102905521928,0.0,104.85293742336086,52.42646871168043,73.3970561963526,0.0,0.0,0.0,31.455881227008256,0.0,293.5882247854104,1135.61,2022-10-14,interim_dialysis_assistance,0,0,0,0,0,0,0,1551.8234738657407,1837.023463657282,-285.1999897915415,0.0,0
292,north 3 3,52,,1.0,839.0139142174588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.07234574462488,390.14147011111834,0.0,73.41371749402765,41.95069571087294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-11,interim_dialysis_assistance,0,0,0,0,0,0,0,839.0139142174588,571.5782290606438,267.435685156815,1625.1699518392177,0
293,north 3 3,73,,2.0,0.0,629.0595404744813,209.68651349149377,0.0,0.0,0.0,0.0,0.0,0.0,65.00281918236307,687.7717642520996,0.0,8.38746053965975,0.0,17.82335364677697,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,2022-10-15,interim_dialysis_assistance,0,0,0,0,0,0,0,838.7460539659751,778.9853976208993,59.76065634507572,3511.2635743691108,0
294,east 4 4,67,retired,1.0,0.0,1068.693973234488,1006.8166970609506,419.5069571087294,0.0,0.0,0.0,46.14576528196023,73.41371749402765,15.731510891577352,419.5069571087294,0.0,36.706858747013825,1027.792044916387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-11,medical_transport_assistance,0,0,0,0,0,0,0,2495.0176274041683,1619.2968544396954,875.7207729644726,954.3783274223593,0
295,east 4 4,73,retired,2.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,200.0,0.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,medical_transport_assistance,0,0,0,0,0,0,0,600.0,350.0,250.0,1170.0,0
296,south 1 1,72,employed,1.0,0.0,0.0,314.5825922858117,0.0,0.0,0.0,0.0,27.263824664770347,73.4026048666894,0.0,0.0,0.0,29.36104194667576,20.972172819054112,0.0,0.0,0.0,0.0,0.0,0.0,20.972172819054112,0.0,2022-10-13,medical_consumables_assistance,1,0,0,0,0,0,1,314.5825922858117,171.97181711624373,142.61077516956797,175.53708649548292,1
297,south 3 3,93,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,medical_consumables_assistance,0,0,0,0,0,0,0,0.0,0.0,0.0,235.4,0
298,central 1 1,81,,5.0,2394.379376046259,0.0,249.8482827178705,832.8276090595683,0.0,0.0,0.0,0.0,312.31035339733813,49.9696565435741,780.7758834933453,0.0,124.92414135893524,41.64138045297842,0.0,0.0,0.0,0.0,293.57173219349784,0.0,416.41380452978416,0.0,2022-12-24,medical_transport_assistance,0,0,0,0,0,0,0,3477.0552678236977,2019.6069519694531,1457.4483158542446,1488.6793511939784,0
299,central 1 1,62,employed,3.0,2200.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,70.0,35.0,590.0,0.0,105.0,360.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,,interim_dialysis_assistance,0,0,0,0,0,0,0,2800.0,1770.0,1030.0,1221.3,0
300,east 2 2,32,unemployed,3.0,1242.38,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,medical_transport_assistance,0,0,0,0,0,0,0,1362.38,0.0,1362.38,1055.0,0
301,central 1 1,47,unemployed,3.0,2096.8651349149377,0.0,209.68651349149377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-15,medical_consumables_assistance,0,0,0,0,0,0,0,2306.5516484064315,0.0,2306.5516484064315,679.9714259502159,0
302,central 3 3,60,,1.0,1601.412457127319,0.0,0.0,0.0,0.0,0.0,0.0,164.3279449470517,157.00122128699206,52.33374042899735,826.8730987781581,0.0,83.73398468639577,83.73398468639577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-01,interim_dialysis_assistance,0,0,0,0,0,0,0,1601.412457127319,1368.003974813991,233.4084823133282,2071.997451064863,0
303,south 1 1,87,unemployed,2.0,1148.0894993612696,0.0,500.98450881219037,0.0,0.0,0.0,0.0,0.0,83.49741813536507,48.011015427834906,834.9741813536506,0.0,78.27882950190474,66.79793450829204,31.311531800761898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-30,medical_transport_assistance,0,0,0,0,0,0,0,1649.07400817346,1142.8709107278094,506.20309744565066,1221.149740229714,0
304,north 1 1,46,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,interim_dialysis_assistance,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
305,south 1 1,52,unemployed,1.0,2303.14579900863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-30,household_living_assistance,1,0,0,0,0,1,0,2303.14579900863,0.0,2303.14579900863,261.72111352370797,1
306,central 1 1,68,,3.0,3970.847976711452,0.0,208.99199877428694,0.0,0.0,0.0,0.0,0.0,292.5887982840017,83.59679950971477,940.4639944842912,0.0,31.348799816143043,783.719995403576,585.1775965680034,0.0,0.0,0.0,0.0,188.09279889685826,208.99199877428694,7000.0,2022-11-18,interim_dialysis_assistance,0,0,0,0,0,0,0,4179.839975485739,3113.9807817368755,1065.8591937488634,1589.279654679065,0
307,central 2 2,67,,3.0,0.0,0.0,0.0,0.0,0.0,1776.7625947575846,0.0,0.0,177.67625947575846,0.0,731.6081272531231,0.0,0.0,156.77317012566922,574.8349571274539,0.0,0.0,62.709268050267696,0.0,32.92236572639054,67.93504038779,0.0,2022-11-16,interim_dialysis_assistance,0,0,0,0,0,0,0,1776.7625947575846,1804.4591881464528,-27.69659338886823,1388.174163739426,0
308,east 4 4,94,retired,4.0,1891.4506134140577,0.0,672.5157736583316,105.0805896341143,0.0,0.0,0.0,0.0,262.7014740852858,65.67536852132145,10508.058963411431,0.0,105.0805896341143,157.62088445117146,763.7257254607428,0.0,0.0,851.1527760363259,0.0,0.0,357.27400475598864,4394.23,2022-09-15,medical_transport_assistance,0,0,0,0,0,0,0,2669.0469767065033,13071.289786356381,-10402.242809649877,593.6527911379288,0
309,north 2 2,82,retired,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-18,others,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
310,north 1 1,58,,3.0,1840.0,0.0,0.0,0.0,0.0,1400.0,3700.0,0.0,280.0,75.5,600.0,0.0,130.0,2900.0,800.0,0.0,0.0,0.0,90.0,0.0,1840.0,3000.0,,interim_dialysis_assistance,0,0,0,0,0,0,0,6940.0,6715.5,224.5,617.94,0
311,north 1 1,72,unemployed,3.0,2367.2437932883013,593.6496862884555,315.2122228080295,630.424445616059,0.0,0.0,0.0,0.0,210.14148187201965,31.52122228080295,1155.7781502961082,0.0,157.60611140401474,157.60611140401474,262.6768523400246,0.0,0.0,0.0,86.6833612722081,9.456366684240885,252.1697782464236,203.58,2022-09-17,interim_dialysis_assistance,0,0,0,0,0,0,0,3906.5301480008457,2323.6394357998574,1582.890712200988,1103.2427798281033,0
312,north 2 2,41,unemployed,1.0,0.0,0.0,546.2531075762412,0.0,0.0,0.0,0.0,27.31265537881206,0.0,25.21168188813421,420.19469813557015,0.0,37.81752283220131,147.06814434744956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,2022-09-19,others,0,0,0,0,0,0,0,546.2531075762412,657.6047025821673,-111.35159500592609,0.0,0
313,north 2 2,57,unemployed,636.76,3239.072310005945,365.70171242002607,0.0,0.0,0.0,0.0,0.0,0.0,292.5613699360208,107.62078965503623,1044.8620354857887,0.0,276.888439403734,334.3558513554524,315.5483347167082,365.70171242002607,0.0,0.0,63.73658416463311,0.0,626.9172212914732,0.0,2022-11-19,interim_dialysis_assistance,0,0,0,0,0,0,0,3604.774022425971,3428.1923384288725,176.58168399709828,1589.1306697703362,0
314,north 3 3,35,employed,3.0,2296.3597421589934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.86913342919195,0.0,731.324758649361,0.0,244.37739185096004,0.0,156.7124482820059,0.0,0.0,0.0,0.0,0.0,524.1509020205491,0.0,2022-11-20,interim_dialysis_assistance,0,0,0,0,0,0,0,2296.3597421589934,1873.434634232068,422.9251079269254,1387.6364920544017,0
315,east 3 3,65,unemployed,3.0,0.0,940.7265916880801,0.0,209.05035370846227,0.0,0.0,0.0,0.0,83.6201414833849,38.98789096662821,679.4136495525023,0.0,155.74251351280438,94.07265916880802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.35,2022-11-15,medical_transport_assistance,0,0,0,0,0,0,0,1149.7769453965425,1051.8368546841277,97.94009071241462,1128.8719100256963,0
316,east 4 4,46,unemployed,3.0,0.0,0.0,1726.4488052400986,0.0,0.0,0.0,0.0,114.92246207347101,177.60744138627336,44.40186034656834,992.5121724527041,0.0,95.59459345202362,83.57997241706983,62.68497931280237,141.04120345380534,0.0,0.0,0.0,0.0,261.1874138033432,0.0,2022-11-20,medical_transport_assistance,0,0,0,0,0,0,0,1726.4488052400986,1973.5320986980612,-247.08329345796267,1222.3570965996462,0
317,east 4 4,48,employed,3.0,1567.293053228683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.97240709715774,0.0,365.70171242002607,0.0,52.243101774289435,156.7293053228683,188.07516638744195,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2022-11-19,interim_dialysis_assistance,0,0,0,0,0,0,0,1567.293053228683,971.7216930017835,595.5713602268995,898.9052577487788,0
318,east 3 3,77,retired,1.0,0.0,300.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,medical_consumables_assistance,0,0,0,0,0,0,0,840.0,0.0,840.0,90.0,0
319,north 2 2,27,employed,7.0,2972.4800103197035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.6661987167799,37.599887692027174,772.8865803361141,0.0,198.4438517079212,783.3309935838994,595.3315551237636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-23,interim_dialysis_assistance,0,0,0,0,0,0,0,2972.4800103197035,2544.2590671605053,428.2209431591983,1267.9517682811386,0
320,north 2 2,58,unemployed,2.0,208.94993104267456,0.0,0.0,522.3748276066864,0.0,0.0,0.0,0.0,0.0,0.0,626.8497931280236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.94993104267456,20.0,2022-11-20,interim_dialysis_assistance,0,0,0,0,0,0,0,731.324758649361,835.7997241706983,-104.47496552133728,1857.7738369004196,0
321,east 3 3,65,employed,2.0,1567.585813745856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.60457673311232,48.595160226121536,470.2757441237568,0.0,126.26381201118288,334.4183069324493,0.0,0.0,0.0,0.0,15.67585813745856,0.0,0.0,0.0,2022-11-17,interim_dialysis_assistance,0,0,0,0,0,0,0,1567.585813745856,1078.8334581640813,488.7523555817747,1745.9770793501345,0
322,east 4 4,62,unemployed,4.0,0.0,0.0,250.73991725120948,0.0,0.0,0.0,0.0,0.0,156.7124482820059,64.77447862322911,470.13734484601775,0.0,167.15994483413965,208.94993104267456,0.0,169.24944414456638,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-20,household_living_assistance,0,0,0,0,0,0,0,250.73991725120948,1236.9835917726334,-986.2436745214239,434.6158565687631,0
323,east 1 1,38,unemployed,5.0,2299.946892348609,0.0,267.9600688532009,0.0,0.0,0.0,0.0,52.438369638591176,183.5342937350691,31.987405479540616,514.3155294153022,0.0,130.04715670370612,234.92389598088846,52.438369638591176,0.0,0.0,0.0,67.22598987667388,0.0,0.0,0.0,2022-10-11,household_living_assistance,0,0,0,0,0,0,0,2567.9069612018097,1266.9110104683627,1300.995950733447,209.7534785543647,0
324,south 2 2,43,employed,2.0,1000.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,interim_dialysis_assistance,2,0,0,0,0,1,1,1140.0,140.0,1000.0,0.0,2
325,south 3 3,57,unemployed,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-19,interim_dialysis_assistance,0,0,0,0,0,0,0,0.0,0.0,0.0,1097.1051372600782,0
326,south 2 2,81,unemployed,2.0,0.0,423.123610361416,208.94993104267456,0.0,0.0,0.0,0.0,0.0,97.16171793484367,62.68497931280237,365.6623793246805,0.0,67.90872758886923,73.1324758649361,117.63881117702577,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,2022-11-20,medical_consumables_assistance,2,0,0,0,0,0,2,632.0735414040905,784.1890912031577,-152.11554979906708,253.8741662168496,3
327,east 3 3,67,unemployed,3.0,1880.549379384071,470.13734484601775,334.3198896682793,0.0,0.0,0.0,0.0,0.0,104.47496552133728,83.57997241706983,1149.22462073471,0.0,31.342489656401185,229.84492414694202,339.5436379443462,0.0,0.0,0.0,0.0,0.0,240.29242069907573,0.0,2022-11-20,medical_transport_assistance,0,0,0,0,0,0,0,2685.006613898368,2178.3030311198822,506.7035827784858,1933.9360867654743,0
328,south 1 1,71,retired,1.0,0.0,351.09468508056693,312.5471974010982,0.0,0.0,0.0,0.0,0.0,62.50943948021963,31.775631735778315,546.9575954519219,0.0,8.334591930695952,66.67673544556762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-17,interim_dialysis_assistance,0,0,0,0,0,0,0,663.6418824816651,716.2539940441833,-52.612111562518194,2239.921581374537,0
329,central 2 2,75,employed,1.0,0.0,0.0,188.73528736204955,0.0,0.0,1048.5293742336085,0.0,0.0,104.85293742336086,66.05735057671734,366.98528098176297,0.0,66.05735057671734,0.0,52.42646871168043,0.0,0.0,0.0,0.0,0.0,419.4117496934434,0.0,2022-10-14,medical_transport_assistance,0,0,0,0,0,0,0,1237.264661595658,1075.7911379636823,161.47352363197572,1132.4117241722972,0
330,south 3 3,20,student,5.0,1149.22462073471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.1874138033432,75.22197517536284,835.7997241706983,0.0,76.26672483057621,83.57997241706983,0.0,940.2746896920355,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-20,education_fees_assistance,0,0,0,0,0,0,0,1149.22462073471,2272.330500089086,-1123.1058793543757,480.58484139815147,1
